ClaimNb,Exposure,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region
0,0.24,5,2,61,50,B1,Diesel,247,R93
0,0.11,4,0,31,64,B1,Diesel,275,R22
0,0.44,6,13,28,95,B5,Regular,149,R24
0,0.37,7,7,67,50,B1,Diesel,713,R52
0,0.08,4,2,38,76,B4,Regular,346,R31
0,0.19,5,4,20,95,B12,Regular,3317,R93
0,0.16,6,15,83,50,B1,Regular,165,R53
0,0.49,11,12,50,50,B2,Regular,1284,R25
0,0.25,7,15,32,50,B2,Diesel,500,R53
0,0.21,6,1,44,50,B12,Diesel,188,R93
0,1.0,5,2,33,50,B2,Diesel,97,R74
0,0.29,6,0,35,76,B1,Diesel,503,R23
0,1.0,6,8,54,50,B5,Diesel,2740,R22
0,0.36,5,7,46,50,B2,Diesel,76,R24
0,0.79,8,2,34,50,B12,Diesel,78,R91
0,0.08,9,24,22,95,B5,Diesel,575,R53
0,1.0,13,10,56,69,B11,Regular,37,R24
0,1.0,5,15,52,58,B2,Diesel,15,R26
0,0.54,9,8,63,50,B13,Regular,875,R93
0,0.26,6,6,55,50,B13,Diesel,238,R52
0,1.0,5,5,22,100,B3,Diesel,3021,R53
0,0.48,6,7,43,90,B5,Diesel,23,R24
0,0.38,7,1,28,76,B12,Diesel,677,R31
0,0.62,7,6,60,50,B12,Regular,966,R31
0,1.0,11,1,54,50,B1,Diesel,151,R53
0,0.65,4,11,47,50,B3,Diesel,121,R24
0,0.07,4,0,56,50,B12,Regular,2740,R22
0,0.21,6,10,40,51,B13,Regular,503,R11
0,0.4,6,0,72,50,B2,Regular,280,R72
0,0.93,6,11,46,55,B5,Regular,49,R52
1,0.15,6,1,28,64,B12,Diesel,4982,R23
0,1.0,6,11,82,50,B3,Diesel,586,R41
0,0.33,6,5,44,90,B1,Diesel,394,R24
0,0.33,5,8,47,50,B5,Diesel,681,R82
0,0.03,5,20,34,60,B2,Diesel,1600,R24
0,1.0,5,11,38,50,B1,Regular,9817,R11
0,1.0,6,4,63,50,B2,Diesel,82,R24
0,0.58,6,15,50,50,B1,Diesel,1323,R82
0,0.23,7,3,45,50,B1,Diesel,42,R52
0,0.04,7,11,19,100,B2,Regular,52,R24
0,1.0,5,10,44,50,B5,Diesel,97,R53
0,0.18,6,18,19,100,B1,Regular,41,R31
1,1.0,7,8,45,50,B2,Diesel,59,R24
0,1.0,8,11,67,50,B10,Diesel,97,R24
0,0.14,8,1,35,50,B12,Diesel,3744,R93
0,0.03,11,8,52,50,B1,Diesel,48,R25
0,1.0,5,7,52,50,B1,Regular,399,R24
0,0.61,6,4,31,54,B1,Diesel,3859,R82
0,0.04,6,4,40,50,B12,Diesel,1316,R23
0,1.0,9,10,36,50,B2,Regular,166,R41
0,1.0,13,5,38,50,B4,Regular,1191,R11
0,0.23,9,7,42,50,B13,Regular,239,R24
0,1.0,5,8,54,106,B2,Regular,237,R82
0,0.72,7,2,35,50,B3,Regular,566,R93
0,0.34,5,3,43,50,B12,Regular,534,R11
0,0.68,6,3,51,50,B5,Regular,1287,R72
0,0.02,9,3,73,50,B4,Diesel,111,R24
0,0.23,7,6,53,118,B1,Regular,213,R54
0,0.34,12,0,27,87,B12,Regular,4116,R24
0,0.06,7,0,44,50,B12,Regular,388,R93
0,0.44,7,9,40,50,B2,Diesel,57,R24
0,1.0,6,6,36,53,B2,Diesel,30,R24
0,1.0,6,11,68,50,B12,Regular,251,R93
1,1.0,5,4,40,72,B1,Diesel,1323,R82
0,1.0,4,9,63,50,B2,Regular,405,R24
0,0.63,5,3,31,64,B4,Diesel,34,R91
0,0.08,6,7,39,54,B1,Diesel,2558,R31
0,0.38,4,21,39,57,B1,Regular,564,R11
0,0.91,4,6,47,50,B2,Regular,613,R93
0,0.08,7,17,49,50,B1,Regular,163,R24
0,0.41,10,13,65,50,B2,Regular,1974,R54
0,0.31,10,17,47,50,B2,Diesel,13,R24
0,0.83,6,13,73,50,B2,Diesel,24,R73
0,0.24,5,10,42,50,B5,Diesel,63,R52
0,0.11,4,3,32,80,B1,Regular,158,R83
0,0.66,5,20,34,50,B3,Regular,27000,R11
0,1.0,8,22,47,50,B2,Regular,9307,R82
0,0.12,11,11,40,50,B11,Regular,1027,R24
0,0.19,5,3,37,52,B12,Diesel,7313,R31
0,1.0,11,2,70,50,B10,Regular,570,R93
0,0.46,6,1,33,50,B12,Regular,9812,R11
0,0.28,8,5,75,50,B12,Regular,2733,R93
0,0.49,5,3,70,50,B2,Diesel,3317,R93
0,0.45,8,1,44,50,B12,Diesel,679,R22
0,0.08,7,8,53,51,B1,Diesel,150,R93
1,0.57,4,0,28,60,B12,Regular,135,R11
0,1.0,6,15,67,50,B1,Regular,105,R24
0,0.08,5,2,21,118,B5,Regular,2983,R31
0,1.0,5,1,41,50,B2,Diesel,30,R24
0,0.08,10,10,28,95,B4,Regular,93,R24
0,0.67,7,5,29,85,B1,Regular,473,R53
0,0.07,5,12,32,54,B4,Diesel,3301,R73
0,0.74,5,2,67,50,B12,Regular,458,R93
0,1.0,5,18,23,76,B1,Regular,12,R24
0,0.08,8,0,73,50,B12,Diesel,53,R82
0,0.78,6,1,54,57,B12,Diesel,103,R52
0,0.09,15,0,46,50,B12,Regular,27000,R11
0,0.7,5,9,62,50,B6,Regular,496,R52
0,1.0,4,8,56,50,B2,Regular,752,R82
0,0.69,5,0,26,50,B2,Regular,747,R53
0,0.31,6,9,42,95,B6,Diesel,1408,R52
0,0.03,4,0,24,90,B12,Diesel,4393,R11
0,0.63,6,8,56,50,B1,Regular,342,R53
0,1.0,5,3,41,50,B4,Diesel,339,R82
0,0.81,5,0,80,50,B5,Regular,1182,R82
0,0.36,9,10,39,50,B12,Diesel,20,R52
0,0.61,5,4,37,64,B5,Regular,161,R82
0,0.13,7,18,31,100,B1,Diesel,94,R54
0,0.49,4,10,60,50,B6,Regular,824,R91
0,0.5,6,11,58,50,B6,Regular,3103,R82
0,0.49,8,0,56,50,B10,Regular,10155,R11
0,0.25,6,4,43,50,B12,Regular,128,R72
0,0.06,10,8,42,54,B1,Diesel,645,R94
0,0.07,4,0,63,50,B12,Diesel,8023,R11
0,0.25,10,17,35,85,B5,Diesel,186,R24
0,0.04,4,1,34,51,B12,Regular,2740,R22
0,0.16,4,1,48,107,B5,Regular,45,R24
0,0.13,4,6,51,57,B1,Regular,9307,R82
0,0.09,5,2,55,51,B12,Regular,5360,R11
0,0.08,5,3,40,57,B12,Regular,4762,R93
0,1.0,4,4,47,50,B1,Regular,644,R53
0,0.02,4,10,40,85,B1,Regular,4656,R11
0,0.36,4,0,26,85,B12,Diesel,3744,R93
0,0.08,4,3,28,72,B1,Regular,3866,R24
0,0.2,6,3,41,85,B12,Diesel,3339,R11
0,0.66,6,14,38,50,B1,Diesel,109,R24
0,0.58,4,18,38,50,B1,Regular,23,R24
0,0.53,5,6,41,76,B5,Diesel,1629,R93
0,0.39,4,1,23,80,B3,Diesel,139,R24
0,0.09,7,4,31,51,B12,Regular,8549,R82
0,1.0,5,13,34,50,B2,Diesel,613,R93
0,0.21,5,13,42,56,B5,Diesel,1326,R93
0,0.11,5,3,50,50,B2,Regular,903,R52
0,0.11,9,6,49,50,B1,Regular,370,R24
0,0.17,7,5,34,51,B12,Regular,298,R24
0,0.71,9,10,46,50,B3,Regular,104,R82
0,1.0,10,3,49,50,B10,Diesel,49,R24
0,1.0,5,12,49,50,B13,Diesel,381,R93
0,0.9,5,15,37,64,B1,Regular,4116,R24
0,0.38,7,1,51,50,B12,Diesel,2907,R11
0,0.09,12,0,44,64,B12,Diesel,27000,R11
0,0.5,6,0,51,50,B4,Regular,776,R41
1,1.0,5,1,49,50,B2,Diesel,431,R53
0,1.0,13,24,39,56,B10,Diesel,109,R52
0,1.0,13,27,63,55,B10,Regular,8455,R82
0,1.0,7,13,41,50,B2,Diesel,17,R24
1,0.41,5,0,59,100,B12,Diesel,177,R93
0,1.0,6,10,46,71,B1,Diesel,105,R24
0,1.0,5,5,45,50,B1,Diesel,176,R24
0,0.91,6,4,44,51,B2,Diesel,8455,R82
0,0.24,7,13,59,50,B1,Regular,507,R93
0,1.0,4,18,48,50,B6,Regular,983,R52
1,0.01,6,0,74,50,B12,Regular,3317,R93
0,0.07,10,3,33,51,B12,Regular,1006,R93
0,0.53,5,6,43,50,B6,Regular,4762,R93
0,1.0,7,12,52,50,B1,Regular,128,R24
0,0.74,6,7,24,76,B5,Diesel,89,R25
0,0.46,8,15,41,76,B5,Regular,173,R82
0,0.03,5,3,32,64,B12,Regular,424,R11
0,1.0,7,5,64,50,B1,Regular,34,R24
1,1.0,6,8,49,53,B1,Regular,30,R24
0,0.44,5,4,27,80,B12,Regular,2032,R11
0,0.25,5,0,54,50,B2,Diesel,37,R91
0,0.03,4,3,30,68,B12,Regular,3301,R73
0,0.08,4,2,29,59,B2,Diesel,124,R91
0,1.0,7,2,53,50,B2,Regular,1127,R24
0,1.0,4,2,55,50,B1,Regular,133,R24
0,0.08,7,4,29,64,B1,Regular,127,R72
0,0.28,9,4,55,58,B12,Regular,1955,R94
0,0.06,7,8,32,51,B6,Diesel,645,R94
0,0.08,5,2,34,50,B1,Diesel,252,R24
0,0.5,7,6,64,68,B5,Regular,1326,R93
0,0.98,6,2,36,76,B4,Diesel,10,R24
0,0.13,5,8,48,76,B4,Diesel,2007,R11
0,0.63,7,1,32,63,B12,Regular,1695,R82
0,1.0,6,12,59,50,B1,Diesel,28,R54
0,0.62,6,4,34,90,B3,Diesel,1206,R22
0,0.49,6,5,23,95,B1,Diesel,4116,R24
0,0.33,4,2,53,50,B12,Regular,25,R24
0,0.08,5,0,35,50,B2,Diesel,67,R24
0,0.87,7,1,55,50,B12,Diesel,1440,R93
0,0.45,13,10,31,57,B11,Regular,678,R54
0,0.72,7,0,57,50,B1,Regular,158,R53
0,0.54,11,12,52,50,B10,Diesel,28,R54
0,0.24,5,8,32,51,B5,Diesel,613,R93
0,0.04,11,10,58,59,B1,Regular,709,R93
0,0.08,7,7,53,50,B12,Regular,21,R24
0,0.19,9,7,54,50,B2,Regular,3724,R11
1,0.56,11,10,32,71,B1,Regular,658,R93
0,1.0,7,5,42,50,B1,Diesel,270,R24
0,0.71,4,2,42,50,B12,Regular,421,R93
1,1.0,5,3,43,50,B2,Regular,1296,R24
0,0.2,4,2,41,90,B12,Regular,18,R72
0,0.87,6,0,27,76,B12,Regular,269,R91
0,0.16,5,8,34,80,B5,Diesel,577,R91
0,0.005479452,8,1,65,50,B12,Diesel,61,R94
0,0.49,5,16,56,80,B3,Regular,10,R91
0,0.14,5,0,33,68,B12,Regular,721,R93
0,0.19,4,2,47,51,B12,Regular,1287,R72
1,1.0,6,9,41,50,B1,Diesel,713,R52
0,0.74,5,12,40,50,B2,Diesel,99,R24
0,1.0,7,12,37,50,B2,Diesel,1323,R82
0,0.72,6,10,28,72,B1,Diesel,1368,R11
0,0.46,5,0,27,68,B1,Diesel,3688,R82
0,0.94,4,14,45,50,B6,Regular,335,R91
0,0.37,5,1,58,50,B12,Regular,458,R93
0,0.0027397260273972,9,13,35,50,B1,Regular,2211,R11
0,0.06,8,8,48,50,B5,Regular,1442,R31
0,0.56,5,0,50,50,B4,Regular,3688,R82
0,0.86,7,12,63,50,B1,Regular,657,R54
0,0.53,14,12,52,50,B10,Regular,149,R24
0,0.83,7,5,47,50,B1,Regular,57,R24
0,0.05,8,0,27,80,B12,Regular,43,R53
0,1.0,5,2,66,55,B2,Regular,227,R54
0,0.36,6,13,32,80,B1,Diesel,133,R82
0,0.59,7,0,30,50,B13,Diesel,30,R24
0,0.08,5,11,51,62,B2,Diesel,679,R72
0,0.06,4,0,60,50,B12,Diesel,272,R82
0,0.95,5,7,72,50,B1,Diesel,2715,R93
0,0.53,4,1,37,59,B12,Regular,12,R72
0,0.11,4,0,73,50,B2,Diesel,121,R24
0,0.04,11,0,53,50,B12,Diesel,272,R91
0,0.43,5,7,46,50,B1,Regular,4087,R53
0,0.57,8,2,44,50,B12,Diesel,86,R54
0,0.57,5,13,21,90,B5,Diesel,26,R54
0,0.76,5,15,21,90,B2,Diesel,817,R31
0,0.23,8,2,34,70,B12,Diesel,478,R82
0,1.0,7,6,41,50,B2,Regular,83,R82
0,0.71,11,2,63,68,B12,Diesel,632,R54
0,0.87,5,1,38,50,B12,Regular,3110,R11
0,0.54,5,13,35,68,B3,Diesel,126,R91
1,1.0,5,13,37,67,B4,Regular,115,R53
0,0.26,4,0,24,100,B12,Regular,166,R94
0,1.0,4,7,84,50,B2,Regular,20,R24
0,0.41,6,9,32,57,B1,Regular,298,R82
0,0.09,10,6,33,71,B4,Regular,283,R25
0,0.75,6,7,33,60,B3,Diesel,83,R24
0,0.5,11,14,45,85,B1,Regular,19,R24
0,0.69,10,3,29,76,B1,Regular,2715,R93
0,1.0,6,9,74,50,B1,Regular,4116,R24
0,0.09,5,2,36,59,B1,Diesel,253,R31
0,0.29,5,9,27,112,B2,Diesel,42,R53
0,0.36,6,10,45,50,B3,Diesel,1629,R93
0,0.28,5,13,56,50,B2,Regular,66,R24
0,1.0,8,9,58,50,B1,Diesel,4762,R93
0,0.83,4,11,27,85,B4,Diesel,1982,R54
0,0.23,4,2,33,50,B12,Diesel,9850,R11
0,1.0,7,6,84,50,B2,Regular,176,R24
0,0.3,10,0,50,50,B12,Diesel,727,R31
0,0.29,11,0,31,80,B12,Diesel,174,R93
0,1.0,8,14,45,50,B12,Regular,1403,R93
0,0.66,7,9,33,90,B2,Diesel,4116,R24
0,0.29,6,6,25,60,B12,Diesel,1236,R41
0,1.0,4,2,71,50,B3,Regular,1753,R82
0,0.3,7,4,50,50,B2,Diesel,75,R52
0,0.33,6,15,34,90,B1,Diesel,66,R24
0,1.0,5,9,51,50,B3,Diesel,1601,R41
0,0.25,8,0,30,51,B6,Diesel,22,R24
0,0.53,6,5,39,95,B3,Regular,1329,R11
0,1.0,4,5,31,50,B6,Regular,63,R41
0,1.0,4,11,21,90,B2,Regular,203,R24
0,0.2,8,17,65,50,B3,Regular,35,R24
0,0.27,7,8,42,50,B1,Diesel,1937,R23
0,1.0,5,6,56,50,B1,Diesel,135,R24
0,0.91,5,5,57,50,B4,Diesel,1313,R24
0,0.07,5,0,36,50,B12,Regular,197,R82
0,0.23,4,3,48,50,B1,Regular,115,R72
0,1.0,5,6,48,50,B2,Regular,1408,R52
0,0.36,8,2,56,50,B12,Regular,241,R72
0,1.0,6,2,36,50,B1,Diesel,1871,R82
0,0.32,7,10,52,62,B2,Diesel,64,R24
1,0.51,5,6,49,50,B2,Regular,747,R53
0,1.0,9,10,54,50,B3,Regular,65,R52
0,0.73,7,13,58,58,B3,Regular,5449,R82
0,0.03,5,10,57,50,B2,Regular,57,R72
0,0.66,7,0,23,85,B6,Diesel,298,R31
0,0.13,7,16,38,50,B1,Regular,186,R24
0,0.39,6,4,30,100,B2,Regular,48,R52
0,0.64,6,2,80,50,B12,Regular,1976,R93
0,0.45,7,1,70,50,B12,Regular,113,R82
0,1.0,7,19,70,50,B1,Diesel,101,R24
0,0.41,10,13,35,57,B1,Regular,26,R82
0,0.07,10,18,53,95,B12,Regular,4939,R11
0,0.08,6,4,38,50,B1,Diesel,776,R93
0,0.54,7,13,42,54,B1,Regular,149,R24
0,0.1,11,5,42,52,B11,Diesel,594,R24
0,1.0,6,5,76,50,B5,Regular,634,R53
0,0.3,6,2,50,50,B12,Regular,34,R26
0,1.0,6,5,72,50,B2,Diesel,301,R73
0,0.65,7,2,26,64,B1,Regular,12,R24
0,0.2,5,12,46,54,B14,Regular,11,R24
0,0.42,5,6,29,118,B6,Diesel,1780,R31
0,0.15,6,17,29,100,B1,Diesel,87,R53
0,1.0,10,7,42,67,B12,Diesel,50,R54
0,0.9,5,10,48,50,B2,Regular,1182,R82
0,0.2,6,2,27,85,B1,Diesel,4116,R24
0,0.49,7,7,56,50,B2,Regular,1326,R93
0,1.0,6,9,27,50,B1,Diesel,64,R24
0,0.4,5,14,18,100,B4,Regular,26,R24
0,0.9,10,9,44,50,B10,Diesel,528,R24
0,0.08,8,1,39,50,B12,Regular,253,R72
0,0.08,4,12,23,100,B2,Regular,4116,R24
0,0.47,11,1,67,50,B12,Diesel,3258,R11
0,0.92,11,10,58,58,B3,Regular,1217,R82
0,0.36,5,5,43,50,B12,Regular,388,R11
0,0.9,6,0,52,50,B1,Diesel,37,R24
0,1.0,4,13,48,58,B1,Diesel,11,R24
1,0.82,5,0,56,50,B12,Regular,27000,R11
0,0.07,7,2,40,62,B1,Regular,12437,R11
0,0.24,7,7,52,50,B2,Diesel,114,R24
0,0.06,6,2,52,50,B1,Diesel,824,R91
0,0.41,5,6,30,54,B1,Diesel,59,R53
0,0.14,5,19,36,95,B2,Diesel,2019,R11
0,0.2,5,5,61,50,B12,Diesel,301,R93
0,1.0,5,8,47,50,B3,Diesel,358,R24
0,0.96,6,15,43,50,B1,Diesel,358,R73
0,1.0,7,2,57,50,B5,Regular,283,R25
0,0.46,4,13,51,50,B1,Regular,48,R72
1,0.26,7,3,32,62,B11,Diesel,3859,R82
0,1.0,6,10,37,50,B1,Regular,747,R53
0,0.03,4,10,52,50,B12,Regular,7259,R31
0,1.0,6,1,51,50,B1,Regular,128,R24
0,0.04,5,2,45,54,B1,Diesel,3274,R11
0,0.08,7,21,40,76,B5,Regular,95,R82
0,0.89,5,1,60,50,B3,Diesel,480,R22
0,0.45,8,3,52,62,B2,Diesel,3859,R11
0,0.9,8,2,34,50,B12,Diesel,17,R93
0,0.04,5,8,51,65,B2,Diesel,3963,R91
0,0.18,8,0,70,50,B5,Regular,1193,R24
0,0.3,6,12,60,50,B1,Diesel,1323,R82
0,1.0,5,1,28,57,B5,Diesel,45,R72
0,0.13,4,5,31,64,B1,Regular,3866,R24
0,0.08,4,1,49,50,B1,Regular,1554,R52
0,0.58,8,0,38,50,B12,Diesel,137,R93
0,0.08,4,14,49,64,B2,Regular,3317,R93
0,0.53,7,4,51,95,B2,Diesel,69,R24
0,0.16,6,11,37,50,B1,Diesel,124,R22
0,1.0,4,5,65,50,B1,Regular,10,R24
0,0.05,4,1,40,50,B6,Regular,4617,R21
0,0.88,5,17,52,50,B2,Regular,17,R24
0,1.0,6,7,76,50,B2,Diesel,104,R93
0,0.03,7,3,45,50,B12,Diesel,1247,R73
0,0.91,11,17,39,51,B13,Regular,3963,R91
0,1.0,5,1,48,50,B2,Diesel,202,R24
0,1.0,6,12,50,50,B1,Diesel,1313,R24
0,0.45,4,11,49,50,B2,Regular,134,R91
0,0.08,4,13,32,54,B2,Regular,34,R52
0,1.0,5,9,44,50,B5,Diesel,43,R82
0,0.01,8,0,45,50,B12,Regular,756,R26
0,0.5,4,1,24,80,B3,Diesel,1512,R31
0,1.0,7,4,42,50,B1,Diesel,1313,R24
0,0.07,5,5,25,64,B2,Diesel,59,R25
0,0.09,11,2,55,50,B12,Diesel,471,R73
0,1.0,7,5,51,50,B12,Diesel,5389,R11
0,0.08,6,11,36,58,B1,Diesel,472,R91
0,0.15,7,3,30,57,B11,Diesel,388,R93
0,0.06,8,15,42,50,B1,Regular,248,R31
0,0.36,10,4,50,50,B12,Regular,46,R82
0,0.91,4,13,37,50,B6,Regular,983,R52
0,0.07,7,12,43,95,B6,Regular,299,R21
1,0.08,9,10,47,50,B2,Regular,3744,R93
0,0.04,4,1,50,50,B12,Regular,27000,R11
0,0.21,4,1,61,63,B12,Regular,729,R22
0,1.0,8,15,55,50,B1,Diesel,65,R52
0,0.5,7,10,49,50,B12,Regular,323,R25
0,0.08,6,9,53,50,B2,Diesel,118,R23
0,0.63,5,4,30,80,B12,Regular,4762,R93
0,0.74,4,1,76,50,B12,Regular,107,R54
0,0.05,4,3,44,60,B3,Regular,399,R24
0,0.16,7,7,69,50,B10,Diesel,4087,R53
0,1.0,4,13,29,60,B4,Diesel,1982,R54
0,0.12,7,2,72,50,B12,Regular,570,R93
0,1.0,7,4,42,50,B1,Regular,370,R24
0,0.1,5,15,42,50,B3,Regular,94,R53
0,0.08,11,7,38,50,B12,Regular,694,R31
0,0.03,5,1,22,100,B2,Diesel,3317,R93
0,1.0,5,6,67,50,B3,Diesel,1601,R41
0,0.47,8,0,39,50,B12,Diesel,18,R73
0,1.0,7,1,39,50,B2,Diesel,174,R53
0,0.05,5,0,62,50,B2,Diesel,27,R24
0,1.0,7,6,43,51,B2,Regular,86,R24
0,0.31,10,16,36,50,B4,Regular,626,R93
0,1.0,6,12,66,50,B1,Diesel,30,R24
0,0.36,6,9,57,66,B1,Diesel,903,R52
0,0.69,6,15,37,50,B1,Regular,25,R24
0,0.06,8,0,46,50,B12,Diesel,433,R11
0,0.05,4,3,50,58,B1,Regular,126,R24
0,1.0,5,11,32,50,B2,Diesel,82,R82
0,0.16,4,3,34,72,B12,Regular,9307,R82
0,0.12,4,4,38,85,B12,Regular,17140,R11
0,0.1,6,2,79,50,B3,Regular,2733,R93
0,1.0,7,1,33,50,B5,Diesel,283,R25
0,0.4,4,3,27,90,B12,Regular,217,R31
0,0.46,10,5,53,50,B12,Diesel,12,R93
0,1.0,7,7,41,50,B1,Diesel,399,R24
0,1.0,4,20,62,64,B2,Regular,23,R24
0,0.76,6,11,39,50,B3,Regular,1601,R41
0,0.08,7,4,49,50,B1,Diesel,78,R82
0,1.0,4,15,55,50,B5,Diesel,109,R53
0,0.31,7,5,20,95,B1,Regular,566,R93
0,0.16,7,11,55,73,B1,Regular,8549,R82
0,0.76,5,9,29,54,B2,Regular,251,R24
0,0.31,4,10,43,97,B2,Regular,93,R73
0,0.71,6,1,69,50,B12,Diesel,163,R11
0,0.03,4,2,29,76,B3,Diesel,292,R72
0,0.61,6,4,41,50,B1,Diesel,403,R91
0,0.8,11,7,47,50,B12,Regular,3866,R24
0,0.06,4,10,22,85,B1,Regular,67,R72
1,0.82,5,9,29,100,B3,Diesel,3368,R24
0,0.41,10,13,61,51,B10,Diesel,6336,R11
0,0.6,7,10,35,59,B12,Diesel,56,R82
0,1.0,4,9,64,50,B2,Regular,19,R24
0,0.49,7,9,52,50,B1,Regular,2257,R72
0,1.0,6,2,36,50,B3,Diesel,27000,R11
0,0.12,4,14,25,90,B5,Diesel,3317,R93
0,0.08,7,9,41,56,B1,Diesel,9096,R11
1,1.0,4,13,71,50,B1,Regular,1426,R82
0,0.34,4,5,19,100,B2,Regular,98,R31
0,0.63,4,3,44,62,B12,Regular,2178,R11
0,0.07,9,4,41,50,B3,Diesel,745,R82
0,0.28,6,2,52,50,B2,Diesel,52,R11
0,0.59,4,19,55,50,B3,Regular,125,R24
0,0.53,5,2,53,50,B2,Diesel,4617,R21
0,0.3,10,10,43,50,B4,Regular,2936,R42
0,0.35,6,1,31,72,B1,Diesel,88,R24
0,0.08,6,3,49,50,B1,Regular,214,R91
0,0.79,8,17,27,72,B3,Diesel,1323,R82
0,1.0,6,5,64,50,B3,Regular,478,R41
0,1.0,6,8,59,50,B3,Regular,164,R24
0,1.0,4,5,47,55,B1,Regular,63,R82
0,0.69,4,13,46,50,B2,Regular,124,R52
0,0.49,6,10,51,50,B1,Diesel,196,R83
0,1.0,7,4,30,51,B1,Diesel,242,R82
0,0.12,6,7,22,95,B3,Diesel,901,R22
0,0.03,5,8,79,50,B1,Regular,11,R24
0,1.0,5,5,46,50,B3,Diesel,229,R53
0,0.74,7,7,54,50,B2,Diesel,614,R24
0,0.07,7,0,43,50,B12,Diesel,323,R73
0,0.56,7,2,78,50,B12,Diesel,135,R93
0,0.04,6,4,73,80,B2,Regular,485,R52
0,1.0,6,9,40,50,B12,Diesel,983,R52
0,0.46,4,2,60,50,B1,Regular,949,R24
0,0.71,7,5,23,95,B3,Regular,2715,R24
0,0.24,6,8,63,50,B4,Regular,3963,R91
0,0.14,6,8,22,68,B3,Diesel,132,R72
0,1.0,6,10,28,139,B2,Diesel,1127,R24
0,0.33,5,7,78,50,B2,Diesel,182,R24
0,0.0054644808743169,5,12,30,64,B3,Regular,4128,R52
0,0.75,5,13,22,100,B3,Diesel,394,R24
0,0.36,6,11,28,80,B1,Diesel,490,R52
0,0.27,9,4,64,57,B5,Regular,1314,R24
0,0.93,6,7,45,50,B2,Diesel,70,R53
0,0.53,5,2,34,72,B12,Diesel,26,R73
0,1.0,7,3,67,50,B2,Diesel,12,R91
0,1.0,7,4,61,52,B2,Diesel,229,R53
0,0.08,7,11,51,90,B2,Diesel,378,R82
0,1.0,7,2,44,50,B10,Regular,27000,R11
0,0.75,6,6,38,57,B1,Diesel,94,R53
0,0.08,6,1,29,77,B4,Diesel,8455,R82
0,0.15,6,6,24,76,B2,Diesel,34,R22
0,0.08,7,15,53,50,B1,Regular,9307,R82
0,1.0,6,8,46,50,B1,Diesel,29,R24
0,1.0,6,8,50,50,B1,Diesel,1294,R72
0,0.07,7,5,35,58,B4,Regular,902,R31
0,0.16,7,12,36,51,B1,Regular,4116,R24
0,1.0,4,8,60,50,B2,Regular,47,R41
0,0.08,6,6,32,68,B3,Diesel,280,R72
0,0.06,5,0,50,50,B10,Diesel,475,R31
0,0.93,6,9,49,50,B13,Diesel,1313,R24
0,0.04,10,3,43,50,B12,Regular,658,R93
0,1.0,11,5,32,95,B3,Regular,2719,R41
0,0.14,6,8,38,62,B6,Diesel,252,R73
1,0.18,6,5,38,125,B2,Diesel,355,R82
0,0.23,7,2,52,50,B1,Regular,45,R24
0,0.35,6,1,53,50,B12,Diesel,1006,R93
1,0.26,7,7,70,50,B1,Diesel,153,R54
0,0.48,5,2,36,61,B2,Diesel,252,R21
0,0.79,6,2,70,50,B12,Diesel,263,R93
0,0.46,7,2,66,50,B12,Diesel,433,R93
0,0.24,6,5,65,50,B1,Diesel,99,R24
0,0.43,9,22,43,50,B1,Regular,56,R24
0,0.03,5,4,45,62,B1,Regular,127,R72
0,0.66,5,15,25,72,B5,Diesel,298,R24
0,0.28,5,5,33,54,B12,Regular,4348,R72
0,1.0,4,6,43,50,B2,Regular,74,R24
0,1.0,7,5,71,50,B1,Regular,133,R23
0,0.08,4,14,42,50,B2,Regular,4348,R72
0,0.33,7,13,79,57,B5,Diesel,54,R93
1,1.0,9,8,48,50,B2,Regular,983,R52
0,1.0,5,6,53,50,B2,Regular,1329,R11
0,0.08,6,7,35,50,B12,Diesel,504,R83
0,0.08,5,8,39,57,B3,Diesel,135,R93
0,0.08,6,10,37,60,B2,Regular,27,R24
0,0.92,5,3,56,50,B3,Diesel,204,R52
0,1.0,5,2,45,50,B2,Regular,222,R24
0,0.75,15,1,54,50,B12,Regular,565,R93
0,0.04,5,0,38,100,B12,Regular,5433,R93
0,0.28,7,1,58,50,B12,Regular,1858,R11
0,0.03,7,4,26,85,B4,Regular,319,R24
0,0.05,8,1,54,50,B12,Diesel,598,R93
0,1.0,4,6,53,50,B2,Regular,71,R24
0,1.0,4,6,79,50,B2,Regular,1002,R41
0,0.45,9,4,27,57,B12,Regular,9307,R82
0,0.96,11,1,58,50,B12,Diesel,10,R72
0,0.21,5,2,50,50,B5,Diesel,3744,R93
0,0.52,6,10,33,57,B2,Diesel,112,R53
0,1.0,14,12,48,97,B12,Regular,1199,R52
0,1.0,5,10,53,50,B5,Diesel,241,R72
0,0.08,8,1,62,50,B2,Diesel,813,R72
0,0.11,9,10,24,90,B1,Regular,4436,R25
0,1.0,5,4,38,50,B2,Regular,1943,R24
0,0.62,6,3,45,60,B5,Diesel,44,R24
0,1.0,5,5,46,50,B1,Regular,983,R52
0,1.0,7,14,57,50,B1,Regular,42,R24
0,1.0,6,7,32,50,B2,Diesel,1622,R91
0,0.98,5,13,45,56,B2,Diesel,3317,R93
0,1.0,9,10,31,60,B10,Diesel,51,R52
0,1.0,5,1,57,50,B4,Regular,83,R23
1,0.44,4,9,25,85,B2,Regular,4762,R93
